ID2	ID1	fract_sites_IBD
J0171805_1611	J0151612_1511	0.12326
J0171805_1611	J0151608_1701	0.05018
J0171805_1611	J0111208_1610	0.0397
J0171805_1611	J0101103_1701	0.01526
J0171805_1611	J0101103_1702	0.02179
J0171805_1611	J0030406_1702	0.01872
J0171805_1611	J0010103_1412	0
J0171805_1611	J0050607_1412	0.04048
J0171805_1611	J0131406_1512	0
J0171805_1611	J0171804_1610	0
J0171805_1611	J0050617_1611	0.03792
J0171805_1611	J0171802_1611	0.01475
J0171805_1611	J0050611_1611	0.03943
J0171806_1511	J0020302_1506	0.04962
J0171806_1511	J0030409_1610	0.01841
J0171806_1511	J0171802_1611	0.023
J0171806_1511	J0030406_1702	0.04516
J0171806_1511	J0101103_1701	0.02039
J0171806_1511	J0010103_1412	0.05127
J0171806_1511	J0111208_1610	0.01066
J0171806_1511	J0030406_1705	0.04708
J0171806_1511	J0131406_1512	0.06444
J0171806_1511	J0101103_1702	0.01922
J0171806_1511	J0131403_1511	0.0387
J0171806_1511	J0050611_1611	0.01066
J0171806_1511	J0060701_1511	0
J0171806_1511	J0151612_1511	0.04404
J0171806_1511	J0030406_1701	0.04571
J0171806_1511	J0070804_1610	0.03066
J0171806_1511	J0101103_1703	0
J0171806_1511	J0141503_1511	0.08426
J0171806_1511	J0050607_1412	0.01896
J0171806_1511	J0050617_1611	0.02308
J0171806_1511	J0171805_1611	0.10623
J0171806_1511	J0111201_1412	0
J0171806_1511	J0151608_1701	0.0431
J0171806_1511	J0171804_1610	0.01806
J0181911_1611	J0070804_1610	0
J0181911_1611	J0101103_1703	0
J0181911_1611	J0010103_1412	0.01836
J0181911_1611	J0030409_1610	0.00996
J0181911_1611	J0141503_1511	0.05875
J0181911_1611	J0151608_1701	0.00929
J0181911_1611	J0030406_1701	0.02871
J0181911_1611	J0131406_1512	0
J0181911_1611	J0020302_1506	0.02492
J0181911_1611	J0050617_1611	0.03229
J0181911_1611	J0111201_1412	0
J0181911_1611	J0111208_1610	0.9834
J0181911_1611	J0030406_1702	0.02486
J0181911_1611	J0101103_1702	0.01049
J0181911_1611	J0171806_1511	0.01374
J0181911_1611	J0050607_1412	0.01323
J0181911_1611	J0151612_1511	0.04339
J0181911_1611	J0050611_1611	0.9818
J0181911_1611	J0131403_1511	0.00742
J0181911_1611	J0101103_1701	0.01014
J0181911_1611	J0171802_1611	0.02162
J0181911_1611	J0060701_1511	0.01885
J0181911_1611	J0171805_1611	0.04574
J0181911_1611	J0030406_1705	0.02333
J0181911_1611	J0171804_1610	0.01555
J0242509_1611	J0070804_1610	0
J0242509_1611	J0030409_1610	0.42479
J0242509_1611	J0010103_1412	0.00683
J0242509_1611	J0101103_1701	0.01344
J0242509_1611	J0171806_1511	0.0067
J0242509_1611	J0060701_1511	0.01269
J0242509_1611	J0131406_1512	0
J0242509_1611	J0141503_1511	0.00383
J0242509_1611	J0151608_1701	0
J0242509_1611	J0171804_1610	0
J0242509_1611	J0181911_1611	0.00727
J0242509_1611	J0050617_1611	0
J0242509_1611	J0020302_1506	0
J0242509_1611	J0101103_1702	0.01232
J0242509_1611	J0030406_1702	0
J0242509_1611	J0131403_1511	0.00276
J0242509_1611	J0171805_1611	0
J0242509_1611	J0171802_1611	0
J0242509_1611	J0151612_1511	0
J0242509_1611	J0101103_1703	0
J0242509_1611	J0050611_1611	0.00887
J0242509_1611	J0111201_1412	0
J0242509_1611	J0030406_1705	0
J0242509_1611	J0111208_1610	0.00522
J0242509_1611	J0030406_1701	0
J0242509_1611	J0050607_1412	0.01048
J0242517_1611	J0030409_1610	0.01531
J0242517_1611	J0030406_1702	0
J0242517_1611	J0171806_1511	0
J0242517_1611	J0050617_1611	0.03787
J0242517_1611	J0101103_1701	0
J0242517_1611	J0171804_1610	0.02896
J0242517_1611	J0111208_1610	0
J0242517_1611	J0131406_1512	0
J0242517_1611	J0101103_1703	0
J0242517_1611	J0060701_1511	0
J0242517_1611	J0171805_1611	0
J0242517_1611	J0151608_1701	0
J0242517_1611	J0181911_1611	0
J0242517_1611	J0242509_1611	0
J0242517_1611	J0111201_1412	0
J0242517_1611	J0070804_1610	0.02873
J0242517_1611	J0030406_1701	0
J0242517_1611	J0030406_1705	0
J0242517_1611	J0050607_1412	0
J0242517_1611	J0131403_1511	0
J0242517_1611	J0020302_1506	0
J0242517_1611	J0141503_1511	0.13962
J0242517_1611	J0151612_1511	0.23609
J0242517_1611	J0171802_1611	0.02448
J0242517_1611	J0101103_1702	0
J0242517_1611	J0050611_1611	0
J0242517_1611	J0010103_1412	0
J0262707_1412	J0131403_1511	0
J0262707_1412	J0171804_1610	0
J0262707_1412	J0171806_1511	0.04137
J0262707_1412	J0010103_1412	0
J0262707_1412	J0060701_1511	0.02112
J0262707_1412	J0030409_1610	0.02281
J0262707_1412	J0020302_1506	0.02908
J0262707_1412	J0151608_1701	0.02712
J0262707_1412	J0050607_1412	0.05181
J0262707_1412	J0101103_1703	0
J0262707_1412	J0030406_1702	0.0182
J0262707_1412	J0101103_1701	0.0342
J0262707_1412	J0030406_1705	0.0178
J0262707_1412	J0030406_1701	0.01686
J0262707_1412	J0131406_1512	0.03437
J0262707_1412	J0111201_1412	0
J0262707_1412	J0171805_1611	0.03963
J0262707_1412	J0242517_1611	0
J0262707_1412	J0171802_1611	0
J0262707_1412	J0242509_1611	0
J0262707_1412	J0111208_1610	0.02083
J0262707_1412	J0050617_1611	0
J0262707_1412	J0151612_1511	0.05012
J0262707_1412	J0070804_1610	0.02529
J0262707_1412	J0050611_1611	0.02806
J0262707_1412	J0141503_1511	0.05031
J0262707_1412	J0101103_1702	0.03358
J0262707_1412	J0181911_1611	0.02639
J0262707_1506	J0060701_1511	0
J0262707_1506	J0171802_1611	0
J0262707_1506	J0101103_1702	0
J0262707_1506	J0181911_1611	0
J0262707_1506	J0242509_1611	0
J0262707_1506	J0131406_1512	0
J0262707_1506	J0101103_1703	0
J0262707_1506	J0171804_1610	0.02103
J0262707_1506	J0111208_1610	0
J0262707_1506	J0101103_1701	0
J0262707_1506	J0171806_1511	0.04021
J0262707_1506	J0050607_1412	0
J0262707_1506	J0050617_1611	0
J0262707_1506	J0131403_1511	0
J0262707_1506	J0262707_1412	1
J0262707_1506	J0030406_1701	0
J0262707_1506	J0070804_1610	0
J0262707_1506	J0030406_1705	0
J0262707_1506	J0030406_1702	0
J0262707_1506	J0151612_1511	0.04904
J0262707_1506	J0141503_1511	2e-05
J0262707_1506	J0020302_1506	0
J0262707_1506	J0111201_1412	0
J0262707_1506	J0010103_1412	0.00017
J0262707_1506	J0151608_1701	0
J0262707_1506	J0030409_1610	0
J0262707_1506	J0050611_1611	0
J0262707_1506	J0171805_1611	0.02403
J0262707_1506	J0242517_1611	0
J0262723_1511	J0151608_1701	0.0535
J0262723_1511	J0050607_1412	0.05168
J0262723_1511	J0060701_1511	0
J0262723_1511	J0111208_1610	0.01226
J0262723_1511	J0262707_1506	0
J0262723_1511	J0010103_1412	0.05542
J0262723_1511	J0141503_1511	0.04647
J0262723_1511	J0131406_1512	0
J0262723_1511	J0050611_1611	0.01252
J0262723_1511	J0171804_1610	0.05093
J0262723_1511	J0262707_1412	0.04144
J0262723_1511	J0050617_1611	0.01841
J0262723_1511	J0030406_1705	0
J0262723_1511	J0101103_1701	0.03838
J0262723_1511	J0171806_1511	0.04075
J0262723_1511	J0181911_1611	0.02222
J0262723_1511	J0151612_1511	0.06795
J0262723_1511	J0171802_1611	0.02357
J0262723_1511	J0111201_1412	0
J0262723_1511	J0131403_1511	0.05428
J0262723_1511	J0101103_1702	0.03624
J0262723_1511	J0020302_1506	0.06758
J0262723_1511	J0242509_1611	0
J0262723_1511	J0242517_1611	0
J0262723_1511	J0070804_1610	0.05907
J0262723_1511	J0030409_1610	0.04979
J0262723_1511	J0171805_1611	0.02262
J0262723_1511	J0030406_1702	0
J0262723_1511	J0030406_1701	0
J0262723_1511	J0101103_1703	0
J0262731_1412	J0262707_1506	0
J0262731_1412	J0171802_1611	0
J0262731_1412	J0111201_1412	0
J0262731_1412	J0151612_1511	0.01094
J0262731_1412	J0101103_1703	0
J0262731_1412	J0070804_1610	0
J0262731_1412	J0101103_1701	0.00908
J0262731_1412	J0171805_1611	0
J0262731_1412	J0030409_1610	0
J0262731_1412	J0030406_1702	0.00701
J0262731_1412	J0050607_1412	0.00845
J0262731_1412	J0141503_1511	0.05091
J0262731_1412	J0010103_1412	0
J0262731_1412	J0101103_1702	0.00914
J0262731_1412	J0030406_1705	0.00716
J0262731_1412	J0111208_1610	0.00828
J0262731_1412	J0242509_1611	0.00537
J0262731_1412	J0262707_1412	0
J0262731_1412	J0171804_1610	0
J0262731_1412	J0020302_1506	0
J0262731_1412	J0050617_1611	0
J0262731_1412	J0131403_1511	0
J0262731_1412	J0181911_1611	0.00718
J0262731_1412	J0262723_1511	0
J0262731_1412	J0171806_1511	0.01789
J0262731_1412	J0060701_1511	0.56963
J0262731_1412	J0131406_1512	0
J0262731_1412	J0242517_1611	0
J0262731_1412	J0030406_1701	0.0071
J0262731_1412	J0050611_1611	0.00804
J0262731_1412	J0151608_1701	0
J0272803_1512	J0262707_1506	0
J0272803_1512	J0171802_1611	0.02867
J0272803_1512	J0060701_1511	0.19144
J0272803_1512	J0050617_1611	0.05724
J0272803_1512	J0030406_1705	0.03914
J0272803_1512	J0242509_1611	0
J0272803_1512	J0171805_1611	0.3057
J0272803_1512	J0242517_1611	0.28072
J0272803_1512	J0050607_1412	0.12135
J0272803_1512	J0010103_1412	0.10706
J0272803_1512	J0050611_1611	0.03361
J0272803_1512	J0262731_1412	0.02144
J0272803_1512	J0030406_1702	0.03874
J0272803_1512	J0151608_1701	0.16376
J0272803_1512	J0131403_1511	0.09543
J0272803_1512	J0262707_1412	0.04883
J0272803_1512	J0070804_1610	0.0634
J0272803_1512	J0171804_1610	0
J0272803_1512	J0262723_1511	0.0844
J0272803_1512	J0111201_1412	0
J0272803_1512	J0101103_1702	0.03052
J0272803_1512	J0030409_1610	0.01787
J0272803_1512	J0151612_1511	0.5621
J0272803_1512	J0141503_1511	0.3576
J0272803_1512	J0181911_1611	0.10593
J0272803_1512	J0111208_1610	0.0351
J0272803_1512	J0101103_1703	0
J0272803_1512	J0171806_1511	0.23568
J0272803_1512	J0131406_1512	0.09537
J0272803_1512	J0101103_1701	0.03046
J0272803_1512	J0030406_1701	0.03554
J0272803_1512	J0020302_1506	0.12614
J0272804_1511	J0262707_1506	0
J0272804_1511	J0262731_1412	0.01504
J0272804_1511	J0050611_1611	0
J0272804_1511	J0181911_1611	0
J0272804_1511	J0030406_1705	0.01619
J0272804_1511	J0030406_1702	0
J0272804_1511	J0151608_1701	0.03441
J0272804_1511	J0171806_1511	0.01276
J0272804_1511	J0151612_1511	0
J0272804_1511	J0050617_1611	0.00973
J0272804_1511	J0010103_1412	0
J0272804_1511	J0141503_1511	0.05014
J0272804_1511	J0101103_1701	0.00975
J0272804_1511	J0060701_1511	0
J0272804_1511	J0020302_1506	0
J0272804_1511	J0272803_1512	0.0529
J0272804_1511	J0030409_1610	0.03018
J0272804_1511	J0262723_1511	0.05402
J0272804_1511	J0030406_1701	0
J0272804_1511	J0111208_1610	0.02245
J0272804_1511	J0131403_1511	0
J0272804_1511	J0050607_1412	0.02728
J0272804_1511	J0242509_1611	0.00837
J0272804_1511	J0070804_1610	0
J0272804_1511	J0101103_1703	0
J0272804_1511	J0171805_1611	0.01018
J0272804_1511	J0262707_1412	0.0333
J0272804_1511	J0171802_1611	0.01104
J0272804_1511	J0111201_1412	0
J0272804_1511	J0101103_1702	0.00986
J0272804_1511	J0242517_1611	0
J0272804_1511	J0171804_1610	0
J0272804_1511	J0131406_1512	0.04053
J0272809_1611	J0030406_1702	0
J0272809_1611	J0070804_1610	0
J0272809_1611	J0050611_1611	0.00778
J0272809_1611	J0050617_1611	0
J0272809_1611	J0131406_1512	0
J0272809_1611	J0101103_1702	0
J0272809_1611	J0272803_1512	0
J0272809_1611	J0262707_1506	0
J0272809_1611	J0060701_1511	0.00991
J0272809_1611	J0131403_1511	0
J0272809_1611	J0171805_1611	0
J0272809_1611	J0030409_1610	0.41952
J0272809_1611	J0030406_1705	0
J0272809_1611	J0171804_1610	0
J0272809_1611	J0171806_1511	0
J0272809_1611	J0030406_1701	0
J0272809_1611	J0020302_1506	0
J0272809_1611	J0050607_1412	0
J0272809_1611	J0151608_1701	0
J0272809_1611	J0242509_1611	0.98791
J0272809_1611	J0181911_1611	0.01244
J0272809_1611	J0101103_1701	0
J0272809_1611	J0262707_1412	0
J0272809_1611	J0141503_1511	0.00773
J0272809_1611	J0262723_1511	0
J0272809_1611	J0262731_1412	0.00347
J0272809_1611	J0101103_1703	0
J0272809_1611	J0010103_1412	0.00395
J0272809_1611	J0111201_1412	0
J0272809_1611	J0242517_1611	0
J0272809_1611	J0272804_1511	0.00408
J0272809_1611	J0151612_1511	0
J0272809_1611	J0111208_1610	0.00776
J0272809_1611	J0171802_1611	0
J0272809_1612	J0060701_1511	0.01285
J0272809_1612	J0050617_1611	0
J0272809_1612	J0272809_1611	0.99204
J0272809_1612	J0050611_1611	0.00926
J0272809_1612	J0171804_1610	0
J0272809_1612	J0101103_1703	0
J0272809_1612	J0242509_1611	0.99675
J0272809_1612	J0030406_1702	0
J0272809_1612	J0181911_1611	0.00733
J0272809_1612	J0272803_1512	0
J0272809_1612	J0010103_1412	0.00748
J0272809_1612	J0141503_1511	0.00516
J0272809_1612	J0262707_1506	0
J0272809_1612	J0030406_1705	0
J0272809_1612	J0262731_1412	0.00462
J0272809_1612	J0171805_1611	0
J0272809_1612	J0171802_1611	0
J0272809_1612	J0242517_1611	0
J0272809_1612	J0272804_1511	0.00876
J0272809_1612	J0111201_1412	0
J0272809_1612	J0111208_1610	0.00492
J0272809_1612	J0030406_1701	0
J0272809_1612	J0262723_1511	0
J0272809_1612	J0262707_1412	0
J0272809_1612	J0030409_1610	0.42802
J0272809_1612	J0171806_1511	0.00675
J0272809_1612	J0020302_1506	0
J0272809_1612	J0151612_1511	0
J0272809_1612	J0101103_1701	0.01436
J0272809_1612	J0151608_1701	0
J0272809_1612	J0131403_1511	0.00342
J0272809_1612	J0131406_1512	0
J0272809_1612	J0101103_1702	0.01256
J0272809_1612	J0070804_1610	0
J0272809_1612	J0050607_1412	0.01093
J0272812_1611	J0151608_1701	0
J0272812_1611	J0272809_1612	0.95289
J0272812_1611	J0272809_1611	0.94457
J0272812_1611	J0030409_1610	0.52936
J0272812_1611	J0101103_1702	0.01168
J0272812_1611	J0262731_1412	0.00504
J0272812_1611	J0262723_1511	0
J0272812_1611	J0010103_1412	0.01901
J0272812_1611	J0111201_1412	0
J0272812_1611	J0131406_1512	0
J0272812_1611	J0262707_1412	0
J0272812_1611	J0030406_1702	0
J0272812_1611	J0171804_1610	0
J0272812_1611	J0242509_1611	0.94874
J0272812_1611	J0272804_1511	0.01451
J0272812_1611	J0242517_1611	0
J0272812_1611	J0101103_1701	0.01322
J0272812_1611	J0111208_1610	0.0043
J0272812_1611	J0020302_1506	0.01496
J0272812_1611	J0030406_1701	0
J0272812_1611	J0070804_1610	0
J0272812_1611	J0171802_1611	0
J0272812_1611	J0272803_1512	0.06857
J0272812_1611	J0131403_1511	0.00433
J0272812_1611	J0050611_1611	0.00857
J0272812_1611	J0101103_1703	0
J0272812_1611	J0171805_1611	0
J0272812_1611	J0060701_1511	0.01305
J0272812_1611	J0050607_1412	0.02125
J0272812_1611	J0171806_1511	0.00567
J0272812_1611	J0030406_1705	0
J0272812_1611	J0141503_1511	0.02075
J0272812_1611	J0151612_1511	0.04058
J0272812_1611	J0181911_1611	0.01525
J0272812_1611	J0262707_1506	0
J0272812_1611	J0050617_1611	0
J0272813_1610	J0111201_1412	0.0169
J0272813_1610	J0272809_1612	0.96804
J0272813_1610	J0262723_1511	0
J0272813_1610	J0101103_1703	0
J0272813_1610	J0272803_1512	0
J0272813_1610	J0050607_1412	0
J0272813_1610	J0101103_1701	0
J0272813_1610	J0171804_1610	0
J0272813_1610	J0171802_1611	0
J0272813_1610	J0050617_1611	0
J0272813_1610	J0242517_1611	0
J0272813_1610	J0030406_1702	0
J0272813_1610	J0181911_1611	0
J0272813_1610	J0030409_1610	0.42393
J0272813_1610	J0050611_1611	0.00519
J0272813_1610	J0171805_1611	0
J0272813_1610	J0272812_1611	0.93711
J0272813_1610	J0272804_1511	0
J0272813_1610	J0151612_1511	0
J0272813_1610	J0242509_1611	0.97011
J0272813_1610	J0262707_1412	0
J0272813_1610	J0060701_1511	0.01456
J0272813_1610	J0171806_1511	0
J0272813_1610	J0111208_1610	0.00512
J0272813_1610	J0030406_1705	0
J0272813_1610	J0262707_1506	0
J0272813_1610	J0020302_1506	0
J0272813_1610	J0010103_1412	0.00723
J0272813_1610	J0262731_1412	0
J0272813_1610	J0131403_1511	0
J0272813_1610	J0131406_1512	0
J0272813_1610	J0151608_1701	0
J0272813_1610	J0141503_1511	0
J0272813_1610	J0030406_1701	0
J0272813_1610	J0272809_1611	0.98349
J0272813_1610	J0101103_1702	0
J0272813_1610	J0070804_1610	0
J0272813_1611	J0262707_1412	0
J0272813_1611	J0262707_1506	0
J0272813_1611	J0272812_1611	0.94679
J0272813_1611	J0020302_1506	0
J0272813_1611	J0181911_1611	0.00728
